total,paid_total,balance,breakdowns_labor_0_hours,breakdowns_labor_0_rate,breakdowns_material_0_rate,Slug,Total,Labor0Breakdown_quantity0total0,Labor0Breakdown_hourstotal,Labor0Breakdown_ratetotal
2850.00,2850.00,0.00,0.00,0.00,0.00,1634.00,2850.00,0.00,0.00,0.00
955.00,955.00,0.00,0.00,0.00,0.00,1639.00,955.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1640.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1641.00,0.00,0.00,0.00,0.00
12690.00,12690.00,0.00,0.00,0.00,0.00,1642.00,12690.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1643.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1644.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1645.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1646.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1647.00,0.00,0.00,0.00,0.00
31600.00,31600.00,0.00,0.00,0.00,0.00,1648.00,31600.00,0.00,0.00,0.00
9800.00,9800.00,0.00,0.00,0.00,0.00,1650.00,9800.00,0.00,0.00,0.00
24850.00,24850.00,0.00,0.00,0.00,0.00,1652.00,24850.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,1654.00,1155.00,0.00,0.00,0.00
1800.00,1800.00,0.00,0.00,0.00,0.00,1657.00,1800.00,0.00,0.00,0.00
1835.00,1835.00,0.00,0.00,0.00,0.00,1659.00,1835.00,0.00,0.00,0.00
1570.00,1570.00,0.00,0.00,0.00,0.00,1660.00,1570.00,0.00,0.00,0.00
2900.00,2900.00,0.00,0.00,0.00,0.00,1667.00,2900.00,0.00,0.00,0.00
2635.00,2635.00,0.00,0.00,0.00,0.00,1671.00,2635.00,0.00,0.00,0.00
40000.00,40000.00,0.00,0.00,0.00,0.00,1673.00,40000.00,0.00,0.00,0.00
3180.00,3180.00,0.00,0.00,0.00,0.00,1675.00,3180.00,0.00,0.00,0.00
1650.00,1650.00,0.00,0.00,0.00,0.00,1677.00,1650.00,0.00,0.00,0.00
800.00,800.00,0.00,0.00,0.00,0.00,1678.00,800.00,0.00,0.00,0.00
2715.00,2715.00,0.00,0.00,0.00,0.00,1680.00,2715.00,0.00,0.00,0.00
8095.00,8095.00,0.00,0.00,0.00,0.00,1685.00,8095.00,0.00,0.00,0.00
21590.00,21590.00,0.00,0.00,0.00,0.00,1687.00,21590.00,0.00,0.00,0.00
15800.00,15800.00,0.00,0.00,0.00,0.00,1689.00,15800.00,0.00,0.00,0.00
5390.00,5390.00,0.00,0.00,0.00,0.00,1692.00,5390.00,0.00,0.00,0.00
7320.00,7320.00,0.00,0.00,0.00,0.00,1693.00,7320.00,0.00,0.00,0.00
2175.00,2175.00,0.00,0.00,0.00,0.00,1694.00,2175.00,0.00,0.00,0.00
14700.00,14700.00,0.00,0.00,0.00,0.00,1700.00,14700.00,0.00,0.00,0.00
6105.00,6105.00,0.00,0.00,0.00,0.00,1716.00,6105.00,0.00,0.00,0.00
10890.00,10890.00,0.00,0.00,0.00,0.00,1717.00,10890.00,0.00,0.00,0.00
3710.00,3710.00,0.00,0.00,0.00,0.00,1722.00,3710.00,0.00,0.00,0.00
6005.00,6005.00,0.00,0.00,0.00,0.00,1723.00,6005.00,0.00,0.00,0.00
1290.00,1290.00,0.00,0.00,0.00,0.00,1724.00,1290.00,0.00,0.00,0.00
1100.00,1100.00,0.00,0.00,0.00,0.00,1725.00,1100.00,0.00,0.00,0.00
3500.00,3500.00,0.00,0.00,0.00,0.00,1726.00,3500.00,0.00,0.00,0.00
-2672.00,-2672.00,0.00,0.00,0.00,0.00,1728.00,-2672.00,0.00,0.00,0.00
1650.00,1650.00,0.00,0.00,0.00,0.00,1730.00,1650.00,0.00,0.00,0.00
1040.00,1040.00,0.00,0.00,0.00,0.00,1736.00,1040.00,0.00,0.00,0.00
1455.00,1455.00,0.00,0.00,0.00,0.00,1737.00,1455.00,0.00,0.00,0.00
915.00,915.00,0.00,0.00,0.00,0.00,1741.00,915.00,0.00,0.00,0.00
16371.11,16371.00,0.11,0.00,0.00,0.00,1758.00,16371.11,0.00,0.00,0.00
-7638.00,-7638.00,0.00,0.00,0.00,0.00,1761.00,-7638.00,0.00,0.00,0.00
-3405.75,-3405.00,-0.75,0.00,0.00,0.00,1762.00,-3405.75,0.00,0.00,0.00
-5358.00,-5358.00,0.00,0.00,0.00,0.00,1763.00,-5358.00,0.00,0.00,0.00
365.00,365.00,0.00,0.00,0.00,0.00,1764.00,365.00,0.00,0.00,0.00
1560.00,1560.00,0.00,0.00,0.00,0.00,1771.00,1560.00,0.00,0.00,0.00
490.00,490.00,0.00,0.00,0.00,0.00,1777.00,490.00,0.00,0.00,0.00
2225.00,2225.00,0.00,0.00,0.00,0.00,1778.00,2225.00,0.00,0.00,0.00
730.00,730.00,0.00,0.00,0.00,0.00,1779.00,730.00,0.00,0.00,0.00
380.00,380.00,0.00,0.00,0.00,0.00,1780.00,380.00,0.00,0.00,0.00
6482.00,6482.00,0.00,0.00,0.00,0.00,1781.00,6482.00,0.00,0.00,0.00
4905.00,4905.00,0.00,0.00,0.00,0.00,1783.00,4905.00,0.00,0.00,0.00
3045.00,3045.00,0.00,0.00,0.00,0.00,1784.00,3045.00,0.00,0.00,0.00
2025.00,2025.00,0.00,0.00,0.00,0.00,1785.00,2025.00,0.00,0.00,0.00
5450.00,5450.00,0.00,0.00,0.00,0.00,1788.00,5450.00,0.00,0.00,0.00
38410.00,38410.00,0.00,0.00,0.00,0.00,1789.00,38410.00,0.00,0.00,0.00
1505.00,1505.00,0.00,0.00,0.00,0.00,1790.00,1505.00,0.00,0.00,0.00
18340.00,18340.00,0.00,0.00,0.00,0.00,1791.00,18340.00,0.00,0.00,0.00
11450.00,11450.00,0.00,0.00,0.00,0.00,1792.00,11450.00,0.00,0.00,0.00
27045.00,27045.00,0.00,0.00,0.00,0.00,1793.00,27045.00,0.00,0.00,0.00
4310.00,4310.00,0.00,0.00,0.00,0.00,1794.00,4310.00,0.00,0.00,0.00
6230.00,6230.00,0.00,0.00,0.00,0.00,1795.00,6230.00,0.00,0.00,0.00
2045.00,2045.00,0.00,0.00,0.00,0.00,1799.00,2045.00,0.00,0.00,0.00
10100.00,10100.00,0.00,0.00,0.00,0.00,1800.00,10100.00,0.00,0.00,0.00
1175.00,1175.00,0.00,0.00,0.00,0.00,1802.00,1175.00,0.00,0.00,0.00
902.00,902.00,0.00,0.00,0.00,0.00,1803.00,902.00,0.00,0.00,0.00
7610.00,7610.00,0.00,0.00,0.00,0.00,1813.00,7610.00,0.00,0.00,0.00
10450.00,10450.00,0.00,0.00,0.00,0.00,1818.00,10450.00,0.00,0.00,0.00
7000.00,7000.00,0.00,0.00,0.00,0.00,1819.00,7000.00,0.00,0.00,0.00
8800.00,8800.00,0.00,0.00,0.00,0.00,1822.00,8800.00,0.00,0.00,0.00
38500.00,38500.00,0.00,0.00,0.00,0.00,1825.00,38500.00,0.00,0.00,0.00
990.00,990.00,0.00,0.00,0.00,0.00,1831.00,990.00,0.00,0.00,0.00
2205.00,2205.00,0.00,0.00,0.00,0.00,1833.00,2205.00,0.00,0.00,0.00
825.00,825.00,0.00,0.00,0.00,0.00,1835.00,825.00,0.00,0.00,0.00
2280.00,2280.00,0.00,0.00,0.00,0.00,1836.00,2280.00,0.00,0.00,0.00
14340.00,0.00,14340.00,0.00,0.00,0.00,1841.00,14340.00,0.00,0.00,0.00
5500.00,5500.00,0.00,0.00,0.00,0.00,1842.00,5500.00,0.00,0.00,0.00
18150.00,18150.00,0.00,0.00,0.00,0.00,1845.00,18150.00,0.00,0.00,0.00
1055.00,1055.00,0.00,0.00,0.00,0.00,1847.00,1055.00,0.00,0.00,0.00
865.00,865.00,0.00,0.00,0.00,0.00,1848.00,865.00,0.00,0.00,0.00
2350.00,2350.00,0.00,0.00,0.00,0.00,1849.00,2350.00,0.00,0.00,0.00
2790.00,2790.00,0.00,0.00,0.00,0.00,1850.00,2790.00,0.00,0.00,0.00
4500.00,4500.00,0.00,0.00,0.00,0.00,1853.00,4500.00,0.00,0.00,0.00
2640.00,2640.00,0.00,0.00,0.00,0.00,1854.00,2640.00,0.00,0.00,0.00
1400.00,1400.00,0.00,0.00,0.00,0.00,1859.00,1400.00,0.00,0.00,0.00
625.00,625.00,0.00,0.00,0.00,0.00,1860.00,625.00,0.00,0.00,0.00
800.00,800.00,0.00,0.00,0.00,0.00,1864.00,800.00,0.00,0.00,0.00
3700.00,3700.00,0.00,0.00,0.00,0.00,1866.00,3700.00,0.00,0.00,0.00
2475.00,2475.00,0.00,0.00,0.00,0.00,1867.00,2475.00,0.00,0.00,0.00
1350.00,1350.00,0.00,0.00,0.00,0.00,1868.00,1350.00,0.00,0.00,0.00
13121.00,13121.00,0.00,0.00,0.00,0.00,1869.00,13121.00,0.00,0.00,0.00
-2800.00,-2800.00,0.00,0.00,0.00,0.00,1870.00,-2800.00,0.00,0.00,0.00
1835.00,1835.00,0.00,0.00,0.00,0.00,1876.00,1835.00,0.00,0.00,0.00
7955.00,7955.00,0.00,0.00,0.00,0.00,1878.00,7955.00,0.00,0.00,0.00
-13030.00,-13030.00,0.00,0.00,0.00,0.00,1879.00,-13030.00,0.00,0.00,0.00
18600.00,18600.00,0.00,0.00,0.00,0.00,1890.00,18600.00,0.00,0.00,0.00
8066.00,8066.00,0.00,0.00,0.00,0.00,1891.00,8066.00,0.00,0.00,0.00
1435.00,1435.00,0.00,0.00,0.00,0.00,1892.00,1435.00,0.00,0.00,0.00
5155.50,5155.00,0.50,0.00,0.00,0.00,1893.00,5155.50,0.00,0.00,0.00
9180.00,9180.00,0.00,0.00,0.00,0.00,1900.00,9180.00,0.00,0.00,0.00
1500.00,1500.00,0.00,0.00,0.00,0.00,1901.00,1500.00,0.00,0.00,0.00
41131.00,41131.00,0.00,0.00,0.00,0.00,1904.00,41131.00,0.00,0.00,0.00
2902.00,2902.00,0.00,0.00,0.00,0.00,1905.00,2902.00,0.00,0.00,0.00
1200.00,1200.00,0.00,0.00,0.00,0.00,1908.00,1200.00,0.00,0.00,0.00
10619.00,10619.00,0.00,0.00,0.00,0.00,1910.00,10619.00,0.00,0.00,0.00
-1300.00,-1300.00,0.00,0.00,0.00,0.00,1912.00,-1300.00,0.00,0.00,0.00
1435.00,1435.00,0.00,0.00,0.00,0.00,1913.00,1435.00,0.00,0.00,0.00
745.00,745.00,0.00,0.00,0.00,0.00,1914.00,745.00,0.00,0.00,0.00
495.00,495.00,0.00,0.00,0.00,0.00,1917.00,495.00,0.00,0.00,0.00
9895.00,9895.00,0.00,0.00,0.00,0.00,1923.00,9895.00,0.00,0.00,0.00
1050.00,1050.00,0.00,0.00,0.00,0.00,1924.00,1050.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,1928.00,1520.00,0.00,0.00,0.00
4055.00,4055.00,0.00,0.00,0.00,0.00,1931.00,4055.00,0.00,0.00,0.00
4950.00,4950.00,0.00,0.00,0.00,0.00,1932.00,4950.00,0.00,0.00,0.00
1455.00,1455.00,0.00,0.00,0.00,0.00,1934.00,1455.00,0.00,0.00,0.00
1855.00,1855.00,0.00,0.00,0.00,0.00,1936.00,1855.00,0.00,0.00,0.00
1590.00,1590.00,0.00,0.00,0.00,0.00,1938.00,1590.00,0.00,0.00,0.00
2485.00,2485.00,0.00,0.00,0.00,0.00,1940.00,2485.00,0.00,0.00,0.00
1240.00,1240.00,0.00,0.00,0.00,0.00,1942.00,1240.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1944.00,0.00,0.00,0.00,0.00
2620.00,2620.00,0.00,0.00,0.00,0.00,1945.00,2620.00,0.00,0.00,0.00
5085.00,5085.00,0.00,0.00,0.00,0.00,1948.00,5085.00,0.00,0.00,0.00
2560.00,2560.00,0.00,0.00,0.00,0.00,1950.00,2560.00,0.00,0.00,0.00
6500.00,6500.00,0.00,0.00,0.00,0.00,1951.00,6500.00,0.00,0.00,0.00
1505.00,1505.00,0.00,0.00,0.00,0.00,1954.00,1505.00,0.00,0.00,0.00
1480.00,1480.00,0.00,0.00,0.00,0.00,1955.00,1480.00,0.00,0.00,0.00
1190.00,1190.00,0.00,0.00,0.00,0.00,1956.00,1190.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1959.00,0.00,0.00,0.00,0.00
37315.00,37315.00,0.00,0.00,0.00,0.00,1960.00,37315.00,0.00,0.00,0.00
5075.00,0.00,5075.00,0.00,0.00,0.00,1970.00,5075.00,0.00,0.00,0.00
2905.00,2905.00,0.00,0.00,0.00,0.00,1972.00,2905.00,0.00,0.00,0.00
2630.00,2630.00,0.00,0.00,0.00,0.00,1974.00,2630.00,0.00,0.00,0.00
3885.00,3885.00,0.00,0.00,0.00,0.00,1977.00,3885.00,0.00,0.00,0.00
14180.00,14180.00,0.00,0.00,0.00,0.00,1979.00,14180.00,0.00,0.00,0.00
21525.00,21525.00,0.00,0.00,0.00,0.00,1980.00,21525.00,0.00,0.00,0.00
14360.00,14360.00,0.00,0.00,0.00,0.00,1981.00,14360.00,0.00,0.00,0.00
6110.00,0.00,6110.00,0.00,0.00,0.00,1982.00,6110.00,0.00,0.00,0.00
4000.00,0.00,4000.00,0.00,0.00,0.00,1984.00,4000.00,0.00,0.00,0.00
9120.00,9120.00,0.00,0.00,0.00,0.00,1985.00,9120.00,0.00,0.00,0.00
4670.00,4670.00,0.00,0.00,0.00,0.00,1990.00,4670.00,0.00,0.00,0.00
9800.00,9800.00,0.00,0.00,0.00,0.00,2007.00,9800.00,0.00,0.00,0.00
85000.00,85000.00,0.00,0.00,0.00,0.00,2013.00,85000.00,0.00,0.00,0.00
3635.00,3635.00,0.00,0.00,0.00,0.00,2020.00,3635.00,0.00,0.00,0.00
5815.00,5815.00,0.00,0.00,0.00,0.00,2021.00,5815.00,0.00,0.00,0.00
8460.00,8460.00,0.00,0.00,0.00,0.00,2023.00,8460.00,0.00,0.00,0.00
24000.00,24000.00,0.00,0.00,0.00,0.00,2024.00,24000.00,0.00,0.00,0.00
12460.00,12460.00,0.00,0.00,0.00,0.00,2025.00,12460.00,0.00,0.00,0.00
745.00,745.00,0.00,0.00,0.00,0.00,2030.00,745.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,2032.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,2033.00,0.00,0.00,0.00,0.00
435.00,435.00,0.00,0.00,0.00,0.00,2037.00,435.00,0.00,0.00,0.00
1890.00,1890.00,0.00,0.00,0.00,0.00,2039.00,1890.00,0.00,0.00,0.00
5600.00,5600.00,0.00,0.00,0.00,0.00,2043.00,5600.00,0.00,0.00,0.00
860.00,860.00,0.00,0.00,0.00,0.00,2044.00,860.00,0.00,0.00,0.00
2850.00,2850.00,0.00,0.00,0.00,0.00,2047.00,2850.00,0.00,0.00,0.00
3100.00,3100.00,0.00,0.00,0.00,0.00,2048.00,3100.00,0.00,0.00,0.00
840.00,840.00,0.00,0.00,0.00,0.00,2050.00,840.00,0.00,0.00,0.00
18580.00,0.00,18580.00,0.00,0.00,0.00,2058.00,18580.00,0.00,0.00,0.00
12000.00,12000.00,0.00,0.00,0.00,0.00,2059.00,12000.00,0.00,0.00,0.00
10405.00,10405.00,0.00,0.00,0.00,0.00,2060.00,10405.00,0.00,0.00,0.00
1960.00,0.00,1960.00,0.00,0.00,0.00,2061.00,1960.00,0.00,0.00,0.00
5100.00,5100.00,0.00,0.00,0.00,0.00,2062.00,5100.00,0.00,0.00,0.00
5040.00,5040.00,0.00,0.00,0.00,0.00,2063.00,5040.00,0.00,0.00,0.00
0.00,4675.00,-4675.00,0.00,0.00,0.00,2065.00,0.00,0.00,0.00,0.00
1530.00,1530.00,0.00,0.00,0.00,0.00,2067.00,1530.00,0.00,0.00,0.00
30000.00,30000.00,0.00,0.00,0.00,0.00,2069.00,30000.00,0.00,0.00,0.00
-500.00,-500.00,0.00,0.00,0.00,0.00,2070.00,-500.00,0.00,0.00,0.00
1780.00,1780.00,0.00,0.00,0.00,0.00,2072.00,1780.00,0.00,0.00,0.00
1920.00,1920.00,0.00,0.00,0.00,0.00,2073.00,1920.00,0.00,0.00,0.00
2440.00,2440.00,0.00,0.00,0.00,0.00,2076.00,2440.00,0.00,0.00,0.00
22500.00,0.00,22500.00,0.00,0.00,0.00,2077.00,22500.00,0.00,0.00,0.00
1895.00,1895.00,0.00,0.00,0.00,0.00,2078.00,1895.00,0.00,0.00,0.00
1600.00,1600.00,0.00,0.00,0.00,0.00,2090.00,1600.00,0.00,0.00,0.00
935.00,935.00,0.00,0.00,0.00,0.00,2091.00,935.00,0.00,0.00,0.00
1070.00,1070.00,0.00,0.00,0.00,0.00,2092.00,1070.00,0.00,0.00,0.00
2105.00,2105.00,0.00,0.00,0.00,0.00,2093.00,2105.00,0.00,0.00,0.00
1430.00,1430.00,0.00,0.00,0.00,0.00,2094.00,1430.00,0.00,0.00,0.00
895.00,895.00,0.00,0.00,0.00,0.00,2095.00,895.00,0.00,0.00,0.00
915.00,915.00,0.00,0.00,0.00,0.00,2096.00,915.00,0.00,0.00,0.00
6810.00,6810.00,0.00,0.00,0.00,0.00,2097.00,6810.00,0.00,0.00,0.00
130000.00,130000.00,0.00,0.00,0.00,0.00,2098.00,130000.00,0.00,0.00,0.00
10840.00,0.00,10840.00,0.00,0.00,0.00,2100.00,10840.00,0.00,0.00,0.00
18970.00,0.00,18970.00,0.00,0.00,0.00,2103.00,18970.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,2104.00,1520.00,0.00,0.00,0.00
4675.00,4675.00,0.00,0.00,0.00,0.00,2109.00,4675.00,0.00,0.00,0.00
30000.00,30000.00,0.00,0.00,0.00,0.00,2110.00,30000.00,0.00,0.00,0.00
1760.00,1760.00,0.00,0.00,0.00,0.00,2111.00,1760.00,0.00,0.00,0.00
6180.00,6180.00,0.00,0.00,0.00,0.00,2112.00,6180.00,0.00,0.00,0.00
3890.00,3890.00,0.00,0.00,0.00,0.00,2113.00,3890.00,0.00,0.00,0.00
20855.00,20855.00,0.00,0.00,0.00,0.00,2119.00,20855.00,0.00,0.00,0.00
3045.00,0.00,3045.00,0.00,0.00,0.00,2120.00,3045.00,0.00,0.00,0.00
2475.00,2475.00,0.00,0.00,0.00,0.00,2122.00,2475.00,0.00,0.00,0.00
430.00,430.00,0.00,0.00,0.00,0.00,2125.00,430.00,0.00,0.00,0.00
32000.00,32000.00,0.00,0.00,0.00,0.00,2127.00,32000.00,0.00,0.00,0.00
22500.00,0.00,22500.00,0.00,0.00,0.00,2130.00,22500.00,0.00,0.00,0.00
3790.00,3790.00,0.00,0.00,0.00,0.00,2131.00,3790.00,0.00,0.00,0.00
4260.00,4260.00,0.00,0.00,0.00,0.00,2133.00,4260.00,0.00,0.00,0.00
92130.00,92130.00,0.00,0.00,0.00,0.00,2159.00,92130.00,0.00,0.00,0.00
3855.00,3855.00,0.00,0.00,0.00,0.00,2161.00,3855.00,0.00,0.00,0.00
3040.00,0.00,3040.00,0.00,0.00,0.00,2162.00,3040.00,0.00,0.00,0.00
3325.00,3325.00,0.00,0.00,0.00,0.00,2164.00,3325.00,0.00,0.00,0.00
9335.00,9335.00,0.00,0.00,0.00,0.00,2165.00,9335.00,0.00,0.00,0.00
3650.00,3650.00,0.00,0.00,0.00,0.00,2167.00,3650.00,0.00,0.00,0.00
947500.00,947500.00,0.00,0.00,0.00,0.00,2168.00,947500.00,0.00,0.00,0.00
2227.00,2227.00,0.00,0.00,0.00,0.00,2173.00,2227.00,0.00,0.00,0.00
6603.00,6603.00,0.00,0.00,0.00,0.00,2175.00,6603.00,0.00,0.00,0.00
710.00,710.00,0.00,0.00,0.00,0.00,2176.00,710.00,0.00,0.00,0.00
1117.00,1117.00,0.00,0.00,0.00,0.00,2177.00,1117.00,0.00,0.00,0.00
1735.00,1735.00,0.00,0.00,0.00,0.00,2187.00,1735.00,0.00,0.00,0.00
-495.00,-495.00,0.00,0.00,0.00,0.00,2188.00,-495.00,0.00,0.00,0.00
4475.00,4475.00,0.00,0.00,0.00,0.00,2191.00,4475.00,0.00,0.00,0.00
580.00,580.00,0.00,0.00,0.00,0.00,2193.00,580.00,0.00,0.00,0.00
2660.00,0.00,2660.00,0.00,0.00,0.00,2211.00,2660.00,0.00,0.00,0.00
-3070.00,-3070.00,0.00,0.00,0.00,0.00,2213.00,-3070.00,0.00,0.00,0.00
4640.00,4640.00,0.00,0.00,0.00,0.00,2217.00,4640.00,0.00,0.00,0.00
495.00,495.00,0.00,0.00,0.00,0.00,2220.00,495.00,0.00,0.00,0.00
2140.00,2140.00,0.00,0.00,0.00,0.00,2227.00,2140.00,0.00,0.00,0.00
4600.00,0.00,4600.00,0.00,0.00,0.00,2229.00,4600.00,0.00,0.00,0.00
1605.00,0.00,1605.00,0.00,0.00,0.00,2234.00,1605.00,0.00,0.00,0.00
10800.00,10800.00,0.00,0.00,0.00,0.00,2239.00,10800.00,0.00,0.00,0.00
6000.00,6000.00,0.00,0.00,0.00,0.00,2241.00,6000.00,0.00,0.00,0.00
2570.00,0.00,2570.00,0.00,0.00,0.00,2243.00,2570.00,0.00,0.00,0.00
17480.00,17480.00,0.00,0.00,0.00,0.00,2246.00,17480.00,0.00,0.00,0.00
3085.00,3085.00,0.00,0.00,0.00,0.00,2248.00,3085.00,0.00,0.00,0.00
495.00,495.00,0.00,0.00,0.00,0.00,2250.00,495.00,0.00,0.00,0.00
1608.50,1608.00,0.50,0.00,0.00,0.00,2252.00,1608.50,0.00,0.00,0.00
4500.00,4500.00,0.00,0.00,0.00,0.00,2254.00,4500.00,0.00,0.00,0.00
1950.00,1950.00,0.00,0.00,0.00,0.00,2257.00,1950.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,2258.00,0.00,0.00,0.00,0.00
2395.00,2395.00,0.00,0.00,0.00,0.00,2259.00,2395.00,0.00,0.00,0.00
4285.00,4285.00,0.00,0.00,0.00,0.00,2260.00,4285.00,0.00,0.00,0.00
20295.00,20295.00,0.00,0.00,0.00,0.00,2261.00,20295.00,0.00,0.00,0.00
1770.00,1770.00,0.00,0.00,0.00,0.00,2263.00,1770.00,0.00,0.00,0.00
64257.00,64257.00,0.00,0.00,0.00,0.00,2264.00,64257.00,0.00,0.00,0.00
48865.00,48865.00,0.00,0.00,0.00,0.00,2265.00,48865.00,0.00,0.00,0.00
9320.00,9320.00,0.00,0.00,0.00,0.00,2266.00,9320.00,0.00,0.00,0.00
18000.00,18000.00,0.00,0.00,0.00,0.00,2267.00,18000.00,0.00,0.00,0.00
7045.00,7045.00,0.00,0.00,0.00,0.00,2269.00,7045.00,0.00,0.00,0.00
5850.00,5850.00,0.00,0.00,0.00,0.00,2270.00,5850.00,0.00,0.00,0.00
4370.00,4370.00,0.00,0.00,0.00,0.00,2271.00,4370.00,0.00,0.00,0.00
22440.00,22440.00,0.00,0.00,0.00,0.00,2272.00,22440.00,0.00,0.00,0.00
12400.00,12400.00,0.00,0.00,0.00,0.00,2273.00,12400.00,0.00,0.00,0.00
4995.00,4995.00,0.00,0.00,0.00,0.00,2274.00,4995.00,0.00,0.00,0.00
2600.00,0.00,2600.00,0.00,0.00,0.00,2276.00,2600.00,0.00,0.00,0.00
14400.00,14400.00,0.00,0.00,0.00,0.00,2277.00,14400.00,0.00,0.00,0.00
12955.00,12955.00,0.00,0.00,0.00,0.00,2279.00,12955.00,0.00,0.00,0.00
18540.00,18540.00,0.00,0.00,0.00,0.00,2280.00,18540.00,0.00,0.00,0.00
7900.00,0.00,7900.00,0.00,0.00,0.00,2281.00,7900.00,0.00,0.00,0.00
9915.00,9915.00,0.00,0.00,0.00,0.00,2282.00,9915.00,0.00,0.00,0.00
3110.00,3110.00,0.00,0.00,0.00,0.00,2285.00,3110.00,0.00,0.00,0.00
8020.00,8020.00,0.00,0.00,0.00,0.00,2287.00,8020.00,0.00,0.00,0.00
975.00,975.00,0.00,0.00,0.00,0.00,2289.00,975.00,0.00,0.00,0.00
-4281.52,-4281.00,-0.52,0.00,0.00,0.00,2294.00,-4281.52,0.00,0.00,0.00
7305.00,7305.00,0.00,0.00,0.00,0.00,2295.00,7305.00,0.00,0.00,0.00
2000.00,2000.00,0.00,0.00,0.00,0.00,2296.00,2000.00,0.00,0.00,0.00
1455.00,1455.00,0.00,0.00,0.00,0.00,2298.00,1455.00,0.00,0.00,0.00
1355.00,1355.00,0.00,0.00,0.00,0.00,2300.00,1355.00,0.00,0.00,0.00
1495.00,1495.00,0.00,0.00,0.00,0.00,2302.00,1495.00,0.00,0.00,0.00
-6200.00,-6200.00,0.00,0.00,0.00,0.00,2303.00,-6200.00,0.00,0.00,0.00
2310.00,2310.00,0.00,0.00,0.00,0.00,2305.00,2310.00,0.00,0.00,0.00
5300.00,5300.00,0.00,0.00,0.00,0.00,2307.00,5300.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,2309.00,1155.00,0.00,0.00,0.00
3600.00,3600.00,0.00,0.00,0.00,0.00,2310.00,3600.00,0.00,0.00,0.00
1355.00,1355.00,0.00,0.00,0.00,0.00,2313.00,1355.00,0.00,0.00,0.00
6010.00,6010.00,0.00,0.00,0.00,0.00,2314.00,6010.00,0.00,0.00,0.00
1480.00,1480.00,0.00,0.00,0.00,0.00,2317.00,1480.00,0.00,0.00,0.00
800.00,800.00,0.00,0.00,0.00,0.00,2318.00,800.00,0.00,0.00,0.00
5120.00,5120.00,0.00,0.00,0.00,0.00,2319.00,5120.00,0.00,0.00,0.00
5560.00,5560.00,0.00,0.00,0.00,0.00,2320.00,5560.00,0.00,0.00,0.00
650.00,650.00,0.00,0.00,0.00,0.00,2326.00,650.00,0.00,0.00,0.00
1750.00,1750.00,0.00,0.00,0.00,0.00,2329.00,1750.00,0.00,0.00,0.00
4680.00,4680.00,0.00,0.00,0.00,0.00,2330.00,4680.00,0.00,0.00,0.00
3180.00,3180.00,0.00,0.00,0.00,0.00,2335.00,3180.00,0.00,0.00,0.00
860.00,860.00,0.00,0.00,0.00,0.00,2339.00,860.00,0.00,0.00,0.00
1200.00,1200.00,0.00,0.00,0.00,0.00,2341.00,1200.00,0.00,0.00,0.00
8500.00,8500.00,0.00,0.00,0.00,0.00,2342.00,8500.00,0.00,0.00,0.00
10790.00,10790.00,0.00,0.00,0.00,0.00,2343.00,10790.00,0.00,0.00,0.00
8300.00,8300.00,0.00,0.00,0.00,0.00,2344.00,8300.00,0.00,0.00,0.00
5000.00,5000.00,0.00,0.00,0.00,0.00,2345.00,5000.00,0.00,0.00,0.00
1605.00,1605.00,0.00,0.00,0.00,0.00,2353.00,1605.00,0.00,0.00,0.00
5380.00,5380.00,0.00,0.00,0.00,0.00,2355.00,5380.00,0.00,0.00,0.00
3340.00,3340.00,0.00,0.00,0.00,0.00,2357.00,3340.00,0.00,0.00,0.00
2780.00,2780.00,0.00,0.00,0.00,0.00,2359.00,2780.00,0.00,0.00,0.00
695.00,695.00,0.00,0.00,0.00,0.00,2360.00,695.00,0.00,0.00,0.00
980.00,980.00,0.00,0.00,0.00,0.00,2363.00,980.00,0.00,0.00,0.00
2385.00,2385.00,0.00,0.00,0.00,0.00,2364.00,2385.00,0.00,0.00,0.00
9440.00,9440.00,0.00,0.00,0.00,0.00,2366.00,9440.00,0.00,0.00,0.00
2235.00,2235.00,0.00,0.00,0.00,0.00,2368.00,2235.00,0.00,0.00,0.00
