total,paid_total,balance,breakdowns_labor_0_hours,breakdowns_labor_0_rate,breakdowns_material_0_rate,Slug,Total,Labor0Breakdown_quantity0total0,Labor0Breakdown_hourstotal,Labor0Breakdown_ratetotal
1510.00,1510.00,0.00,0.00,0.00,0.00,3783.00,1510.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3785.00,0.00,0.00,0.00,0.00
885.00,885.00,0.00,0.00,0.00,0.00,3787.00,885.00,0.00,0.00,0.00
3036.00,3036.00,0.00,0.00,0.00,0.00,3789.00,3036.00,0.00,0.00,0.00
4490.00,4490.00,0.00,0.00,0.00,0.00,3791.00,4490.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3793.00,32360.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,3795.00,1155.00,0.00,0.00,0.00
9190.00,9190.00,0.00,0.00,0.00,0.00,3797.00,9190.00,0.00,0.00,0.00
6660.00,6660.00,0.00,0.00,0.00,0.00,3800.00,6660.00,0.00,0.00,0.00
1320.00,1320.00,0.00,0.00,0.00,0.00,3802.00,1320.00,0.00,0.00,0.00
3890.00,0.00,3890.00,0.00,0.00,0.00,3804.00,3890.00,3.00,15.00,325.00
2880.00,0.00,2880.00,0.00,0.00,0.00,3806.00,2880.00,0.00,0.00,0.00
1320.00,0.00,1320.00,0.00,0.00,0.00,3808.00,1320.00,0.00,0.00,0.00
5080.00,5080.00,0.00,0.00,0.00,0.00,3810.00,5080.00,3.00,18.00,325.00
3560.00,3560.00,0.00,0.00,0.00,0.00,3812.00,3560.00,2.00,16.00,325.00
2140.00,0.00,2140.00,0.00,0.00,0.00,3814.00,2140.00,1.00,8.00,165.00
2800.00,2800.00,0.00,0.00,0.00,0.00,3815.00,2800.00,2.00,16.00,325.00
4050.00,4050.00,0.00,0.00,0.00,0.00,3817.00,4050.00,0.00,0.00,0.00
825.00,825.00,0.00,0.00,0.00,0.00,3819.00,825.00,0.00,0.00,0.00
4200.00,4200.00,0.00,0.00,0.00,0.00,3821.00,4200.00,0.00,0.00,0.00
5700.00,5700.00,0.00,0.00,0.00,0.00,3823.00,5700.00,0.00,0.00,0.00
3490.00,3490.00,0.00,0.00,0.00,0.00,3825.00,3490.00,1.00,7.00,205.00
1320.00,1320.00,0.00,0.00,0.00,0.00,3827.00,1320.00,0.00,0.00,0.00
2300.00,2300.00,0.00,0.00,0.00,0.00,3829.00,2300.00,2.00,13.00,325.00
1460.00,1460.00,0.00,0.00,0.00,0.00,3831.00,1460.00,1.00,8.00,165.00
1005.00,1005.00,0.00,0.00,0.00,0.00,3833.00,1005.00,1.00,5.00,165.00
8540.00,8540.00,0.00,0.00,0.00,0.00,3835.00,8540.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3837.00,0.00,6.00,16.00,405.00
880.00,0.00,880.00,0.00,0.00,0.00,3839.00,880.00,0.00,0.00,0.00
1890.00,0.00,1890.00,0.00,0.00,0.00,3841.00,1890.00,2.00,10.00,325.00
7350.00,7350.00,0.00,0.00,0.00,0.00,3843.00,7350.00,0.00,0.00,0.00
5760.00,5760.00,0.00,0.00,0.00,0.00,3848.00,5760.00,0.00,0.00,0.00
5230.00,5230.00,0.00,0.00,0.00,0.00,3861.00,5230.00,3.00,18.00,325.00
2910.00,2910.00,0.00,0.00,0.00,0.00,3863.00,2910.00,2.00,16.00,165.00
10944.00,10944.00,0.00,0.00,0.00,0.00,3864.00,10944.00,0.00,0.00,0.00
4310.00,4310.00,0.00,0.00,0.00,0.00,3867.00,4310.00,0.00,0.00,0.00
4060.00,0.00,4060.00,0.00,0.00,0.00,3868.00,4060.00,2.00,0.00,0.00
22180.00,22180.00,0.00,0.00,0.00,0.00,3870.00,22180.00,4.00,63.00,325.00
20075.00,20075.00,0.00,0.00,0.00,0.00,3872.00,20075.00,2.00,14.00,325.00
4000.00,4000.00,0.00,0.00,0.00,0.00,3874.00,4000.00,1.00,16.00,205.00
1640.00,0.00,1640.00,0.00,0.00,0.00,3876.00,1640.00,1.00,8.00,205.00
1845.00,0.00,1845.00,0.00,0.00,0.00,3878.00,1845.00,1.00,9.00,205.00
6350.00,6350.00,0.00,0.00,0.00,0.00,3880.00,6350.00,3.00,20.00,405.00
2075.00,0.00,2075.00,0.00,0.00,0.00,3882.00,2075.00,0.00,0.00,0.00
30590.00,0.00,30590.00,0.00,0.00,0.00,3884.00,30590.00,0.00,0.00,0.00
10255.00,0.00,10255.00,0.00,0.00,0.00,3885.00,10255.00,0.00,0.00,0.00
9700.00,9700.00,0.00,0.00,0.00,0.00,3888.00,9700.00,0.00,0.00,0.00
1230.00,0.00,1230.00,0.00,0.00,0.00,3891.00,1230.00,1.00,6.00,205.00
10010.00,0.00,10010.00,0.00,0.00,0.00,3893.00,10010.00,2.00,60.00,325.00
1005.00,0.00,1005.00,0.00,0.00,0.00,3895.00,1005.00,1.00,5.00,165.00
18570.00,0.00,18570.00,0.00,0.00,0.00,3897.00,18570.00,2.00,49.00,165.00
2635.00,2635.00,0.00,0.00,0.00,0.00,3904.00,2635.00,2.00,10.00,325.00
980.00,0.00,980.00,0.00,0.00,0.00,3905.00,980.00,1.00,4.00,165.00
9720.00,0.00,9720.00,0.00,0.00,0.00,3918.00,9720.00,0.00,0.00,0.00
5415.00,0.00,5415.00,0.00,0.00,0.00,3919.00,5415.00,2.00,31.00,325.00
2425.00,0.00,2425.00,0.00,0.00,0.00,3921.00,2425.00,2.00,14.00,325.00
1355.00,0.00,1355.00,0.00,0.00,0.00,3923.00,1355.00,1.00,7.00,165.00
5095.00,0.00,5095.00,0.00,0.00,0.00,3925.00,5095.00,2.00,29.00,325.00
2460.00,0.00,2460.00,0.00,0.00,0.00,3927.00,2460.00,2.00,10.00,325.00
4230.00,0.00,4230.00,0.00,0.00,0.00,3931.00,4230.00,2.00,7.00,165.00
1400.00,0.00,1400.00,0.00,0.00,0.00,3933.00,1400.00,2.00,8.00,325.00
1240.00,0.00,1240.00,0.00,0.00,0.00,3935.00,1240.00,1.00,7.00,165.00
2880.00,0.00,2880.00,0.00,0.00,0.00,3937.00,2880.00,0.00,0.00,0.00
1905.00,0.00,1905.00,0.00,0.00,0.00,3939.00,1905.00,2.00,11.00,325.00
1025.00,0.00,1025.00,0.00,0.00,0.00,3942.00,1025.00,0.00,0.00,0.00
5040.00,0.00,5040.00,0.00,0.00,0.00,3944.00,5040.00,2.00,14.00,165.00
7610.00,0.00,7610.00,0.00,0.00,0.00,3946.00,7610.00,3.00,19.00,405.00
1640.00,1640.00,0.00,0.00,0.00,0.00,3949.00,1640.00,1.00,8.00,165.00
1280.00,1280.00,0.00,0.00,0.00,0.00,3951.00,1280.00,0.00,0.00,0.00
1140.00,1140.00,0.00,0.00,0.00,0.00,3953.00,1140.00,1.00,6.00,165.00
1200.00,1200.00,0.00,0.00,0.00,0.00,3955.00,1200.00,1.00,6.00,165.00
1320.00,1320.00,0.00,0.00,0.00,0.00,3957.00,1320.00,0.00,0.00,0.00
1800.00,1800.00,0.00,0.00,0.00,0.00,3959.00,1800.00,0.00,0.00,0.00
4570.00,4570.00,0.00,0.00,0.00,0.00,3961.00,4570.00,0.00,0.00,0.00
1874.00,1874.00,0.00,0.00,0.00,0.00,3963.00,1874.00,2.00,10.00,325.00
2155.00,2155.00,0.00,0.00,0.00,0.00,3965.00,2155.00,2.00,12.00,325.00
5640.00,5640.00,0.00,0.00,0.00,0.00,3967.00,5640.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,3969.00,1155.00,0.00,0.00,0.00
1485.00,1485.00,0.00,0.00,0.00,0.00,3971.00,1485.00,2.00,8.00,325.00
2600.00,2600.00,0.00,0.00,0.00,0.00,3973.00,2600.00,2.00,16.00,325.00
4110.00,4110.00,0.00,0.00,0.00,0.00,3975.00,4110.00,3.00,16.00,325.00
7800.00,7800.00,0.00,0.00,0.00,0.00,3977.00,7800.00,0.00,0.00,0.00
1320.00,1320.00,0.00,0.00,0.00,0.00,3979.00,1320.00,1.00,8.00,165.00
4880.00,4880.00,0.00,0.00,0.00,0.00,3981.00,4880.00,9.00,54.00,325.00
3980.00,3980.00,0.00,0.00,0.00,0.00,3983.00,3980.00,3.00,14.00,325.00
4160.00,4160.00,0.00,0.00,0.00,0.00,3985.00,4160.00,3.00,15.00,325.00
800.00,800.00,0.00,0.00,0.00,0.00,3987.00,800.00,1.00,4.00,165.00
1918.00,1918.00,0.00,0.00,0.00,0.00,3989.00,1918.00,1.00,8.00,165.00
1305.00,1305.00,0.00,0.00,0.00,0.00,3991.00,1305.00,1.00,5.00,165.00
2735.00,2735.00,0.00,0.00,0.00,0.00,3993.00,2735.00,2.00,15.00,82.50
2990.00,2990.00,0.00,0.00,0.00,0.00,3995.00,2990.00,2.00,16.00,325.00
990.00,990.00,0.00,0.00,0.00,0.00,3997.00,990.00,0.00,0.00,0.00
1520.00,1520.00,0.00,0.00,0.00,0.00,3999.00,1520.00,1.00,8.00,165.00
990.00,990.00,0.00,0.00,0.00,0.00,4001.00,990.00,2.00,6.00,165.00
2254.00,2254.00,0.00,0.00,0.00,0.00,4003.00,2254.00,2.00,12.00,325.00
2990.00,2990.00,0.00,0.00,0.00,0.00,4005.00,2990.00,2.00,16.00,165.00
1420.00,1420.00,0.00,0.00,0.00,0.00,4007.00,1420.00,2.00,7.00,325.00
880.00,880.00,0.00,0.00,0.00,0.00,4009.00,880.00,1.00,4.00,165.00
2041.00,2041.00,0.00,0.00,0.00,0.00,4011.00,2041.00,2.00,8.00,165.00
1940.00,1940.00,0.00,0.00,0.00,0.00,4015.00,1940.00,2.00,12.00,325.00
480.00,480.00,0.00,0.00,0.00,0.00,4017.00,480.00,3.00,8.00,20.00
1320.00,1320.00,0.00,0.00,0.00,0.00,4019.00,1320.00,1.00,8.00,165.00
1677.00,1677.00,0.00,0.00,0.00,0.00,4020.00,1677.00,2.00,8.00,365.00
3540.00,0.00,3540.00,0.00,0.00,0.00,4022.00,3540.00,2.00,15.00,405.00
1480.00,1480.00,0.00,0.00,0.00,0.00,4023.00,1480.00,1.00,8.00,160.00
2045.00,2045.00,0.00,0.00,0.00,0.00,4024.00,2045.00,1.00,12.00,160.00
3036.00,0.00,3036.00,0.00,0.00,0.00,4027.00,3036.00,1.00,16.00,165.00
5770.00,5770.00,0.00,0.00,0.00,0.00,4028.00,5770.00,3.00,22.00,325.00
4740.00,4740.00,0.00,0.00,0.00,0.00,4030.00,4740.00,1.00,16.00,160.00
1195.00,1195.00,0.00,0.00,0.00,0.00,4031.00,1195.00,1.00,7.00,160.00
1075.00,0.00,1075.00,0.00,0.00,0.00,4032.00,1075.00,2.00,6.00,325.00
820.00,0.00,820.00,0.00,0.00,0.00,4341.00,820.00,1.00,4.00,205.00
2050.00,0.00,2050.00,0.00,0.00,0.00,4343.00,2050.00,0.00,0.00,0.00
7740.00,0.00,7740.00,0.00,0.00,0.00,4345.00,7740.00,0.00,0.00,0.00
2580.00,2580.00,0.00,0.00,0.00,0.00,4347.00,2580.00,3.00,13.00,325.00
3760.00,0.00,3760.00,0.00,0.00,0.00,4350.00,3760.00,8.00,16.00,60.00
6220.00,6220.00,0.00,0.00,0.00,0.00,4352.00,6220.00,1.00,28.00,165.00
1120.00,0.00,1120.00,0.00,0.00,0.00,4353.00,1120.00,0.00,0.00,0.00
6300.00,0.00,6300.00,0.00,0.00,0.00,4355.00,6300.00,0.00,0.00,0.00
14700.00,14700.00,0.00,0.00,0.00,0.00,4356.00,14700.00,0.00,0.00,0.00
31200.00,0.00,31200.00,0.00,0.00,0.00,4358.00,31200.00,0.00,0.00,0.00
900.00,0.00,900.00,0.00,0.00,0.00,4359.00,900.00,2.00,5.00,325.00
4620.00,4620.00,0.00,0.00,0.00,0.00,4360.00,4620.00,0.00,0.00,0.00
4620.00,0.00,4620.00,0.00,0.00,0.00,4362.00,4620.00,2.00,14.00,165.00
1650.00,0.00,1650.00,0.00,0.00,0.00,4371.00,1650.00,0.00,0.00,0.00
3785.00,0.00,3785.00,0.00,0.00,0.00,4373.00,3785.00,2.00,17.00,405.00
1265.00,0.00,1265.00,0.00,0.00,0.00,4375.00,1265.00,2.00,7.00,325.00
17390.00,0.00,17390.00,0.00,0.00,0.00,4377.00,17390.00,4.00,52.00,325.00
12410.00,12410.00,0.00,0.00,0.00,0.00,4381.00,12410.00,2.00,22.00,165.00
1155.00,1155.00,0.00,0.00,0.00,0.00,4384.00,1155.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,4386.00,1155.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,4388.00,1155.00,0.00,0.00,0.00
11020.00,0.00,11020.00,0.00,0.00,0.00,4390.00,11020.00,0.00,0.00,0.00
5390.00,0.00,5390.00,0.00,0.00,0.00,4391.00,5390.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,4398.00,1155.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,4400.00,1155.00,1.00,7.00,165.00
1280.00,0.00,1280.00,0.00,0.00,0.00,4408.00,1280.00,1.00,7.00,165.00
1140.00,0.00,1140.00,0.00,0.00,0.00,4410.00,1140.00,2.00,7.00,325.00
7580.00,0.00,7580.00,0.00,0.00,0.00,4412.00,7580.00,2.00,30.00,325.00
1630.00,0.00,1630.00,0.00,0.00,0.00,4414.00,1630.00,2.00,10.00,0.00
980.00,0.00,980.00,0.00,0.00,0.00,4416.00,980.00,2.00,6.00,325.00
1055.00,0.00,1055.00,0.00,0.00,0.00,4418.00,1055.00,2.00,6.00,325.00
1500.00,0.00,1500.00,0.00,0.00,0.00,4420.00,1500.00,2.00,4.00,165.00
3700.00,0.00,3700.00,0.00,0.00,0.00,4422.00,3700.00,0.00,0.00,0.00
1600.00,0.00,1600.00,0.00,0.00,0.00,4424.00,1600.00,1.00,8.00,200.00
3870.00,0.00,3870.00,0.00,0.00,0.00,4426.00,3870.00,3.00,15.00,325.00
2480.00,0.00,2480.00,0.00,0.00,0.00,4428.00,2480.00,2.00,14.00,325.00
6180.00,6180.00,0.00,0.00,0.00,0.00,4430.00,6180.00,0.00,0.00,0.00
5340.00,0.00,5340.00,0.00,0.00,0.00,4432.00,5340.00,4.00,32.00,325.00
2065.00,0.00,2065.00,0.00,0.00,0.00,4434.00,2065.00,2.00,11.00,325.00
20500.00,0.00,20500.00,0.00,0.00,0.00,4436.00,20500.00,0.00,0.00,0.00
1565.00,1565.00,0.00,0.00,0.00,0.00,4437.00,1565.00,1.00,2.00,3.00
1320.00,0.00,1320.00,0.00,0.00,0.00,4438.00,1320.00,2.00,4.00,165.00
1320.00,0.00,1320.00,0.00,0.00,0.00,4440.00,1320.00,1.00,8.00,165.00
3525.00,3525.00,0.00,0.00,0.00,0.00,4442.00,3525.00,2.00,18.00,325.00
1440.00,0.00,1440.00,0.00,0.00,0.00,4444.00,1440.00,2.00,8.00,325.00
990.00,0.00,990.00,0.00,0.00,0.00,4446.00,990.00,1.00,6.00,165.00
1845.00,0.00,1845.00,0.00,0.00,0.00,4448.00,1845.00,1.00,9.00,205.00
1155.00,0.00,1155.00,0.00,0.00,0.00,4450.00,1155.00,1.00,7.00,165.00
6790.00,0.00,6790.00,0.00,0.00,0.00,4452.00,6790.00,2.00,26.00,165.00
20000.00,0.00,20000.00,0.00,0.00,0.00,4454.00,20000.00,0.00,0.00,0.00
1490.00,0.00,1490.00,0.00,0.00,0.00,4455.00,1490.00,2.00,7.00,325.00
2575.00,0.00,2575.00,0.00,0.00,0.00,4456.00,2575.00,2.00,14.00,325.00
2610.00,2610.00,0.00,0.00,0.00,0.00,4460.00,2610.00,2.00,14.00,165.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4462.00,2310.00,2.00,14.00,165.00
2310.00,0.00,2310.00,0.00,0.00,0.00,4464.00,2310.00,4.00,14.00,165.00
2275.00,0.00,2275.00,0.00,0.00,0.00,4468.00,2275.00,2.00,14.00,325.00
-2324.00,0.00,-2324.00,0.00,0.00,0.00,4470.00,-2324.00,0.00,0.00,0.00
5000.00,5000.00,0.00,0.00,0.00,0.00,4474.00,5000.00,0.00,0.00,0.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4476.00,2310.00,2.00,14.00,165.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4478.00,2310.00,2.00,14.00,165.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4480.00,2310.00,2.00,14.00,165.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4482.00,2310.00,2.00,14.00,165.00
5930.00,0.00,5930.00,0.00,0.00,0.00,4484.00,5930.00,0.00,0.00,0.00
2940.00,0.00,2940.00,0.00,0.00,0.00,4485.00,2940.00,0.00,0.00,0.00
4560.00,0.00,4560.00,0.00,0.00,0.00,4486.00,4560.00,0.00,0.00,0.00
14250.00,14250.00,0.00,0.00,0.00,0.00,4487.00,14250.00,0.00,0.00,0.00
29400.00,29400.00,0.00,0.00,0.00,0.00,4488.00,29400.00,0.00,0.00,0.00
41020.00,41020.00,0.00,0.00,0.00,0.00,4489.00,41020.00,0.00,0.00,0.00
65155.00,0.00,65155.00,0.00,0.00,0.00,4490.00,65155.00,0.00,0.00,0.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4492.00,2310.00,0.00,0.00,0.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4494.00,2310.00,0.00,0.00,0.00
2310.00,2310.00,0.00,0.00,0.00,0.00,4496.00,2310.00,0.00,0.00,0.00
2810.00,2810.00,0.00,0.00,0.00,0.00,4498.00,2810.00,0.00,0.00,0.00
10220.00,10220.00,0.00,0.00,0.00,0.00,4500.00,10220.00,0.00,0.00,0.00
3990.00,0.00,3990.00,0.00,0.00,0.00,4502.00,3990.00,0.00,0.00,0.00
52025.00,0.00,52025.00,0.00,0.00,0.00,4532.00,52025.00,0.00,0.00,0.00
5325.00,0.00,5325.00,0.00,0.00,0.00,4533.00,5325.00,0.00,0.00,0.00
3645.00,0.00,3645.00,0.00,0.00,0.00,4535.00,3645.00,0.00,0.00,0.00
5315.00,0.00,5315.00,0.00,0.00,0.00,4537.00,5315.00,0.00,0.00,0.00
10340.00,0.00,10340.00,0.00,0.00,0.00,4539.00,10340.00,0.00,0.00,0.00
8260.00,0.00,8260.00,0.00,0.00,0.00,4559.00,8260.00,0.00,0.00,0.00
1970.00,0.00,1970.00,0.00,0.00,0.00,4562.00,1970.00,0.00,0.00,0.00
12336.00,0.00,12336.00,0.00,0.00,0.00,4564.00,12336.00,0.00,0.00,0.00
2475.00,2475.00,0.00,0.00,0.00,0.00,4576.00,2475.00,0.00,0.00,0.00
29000.00,0.00,29000.00,0.00,0.00,0.00,4580.00,29000.00,0.00,0.00,0.00
3490.00,0.00,3490.00,0.00,0.00,0.00,4581.00,3490.00,0.00,0.00,0.00
15620.00,15620.00,0.00,0.00,0.00,0.00,4583.00,15620.00,0.00,0.00,0.00
3135.00,0.00,3135.00,0.00,0.00,0.00,4584.00,3135.00,0.00,0.00,0.00
6480.00,0.00,6480.00,0.00,0.00,0.00,4585.00,6480.00,0.00,0.00,0.00
39750.00,0.00,39750.00,0.00,0.00,0.00,4586.00,39750.00,0.00,0.00,0.00
18420.00,0.00,18420.00,0.00,0.00,0.00,4587.00,18420.00,0.00,0.00,0.00
4900.00,0.00,4900.00,0.00,0.00,0.00,4591.00,4900.00,0.00,0.00,0.00
3400.00,0.00,3400.00,0.00,0.00,0.00,4592.00,3400.00,0.00,0.00,0.00
9900.00,0.00,9900.00,0.00,0.00,0.00,4593.00,9900.00,0.00,0.00,0.00
15600.00,15600.00,0.00,0.00,0.00,0.00,4594.00,15600.00,0.00,0.00,0.00
3600.00,0.00,3600.00,0.00,0.00,0.00,4595.00,3600.00,0.00,0.00,0.00
9760.00,0.00,9760.00,0.00,0.00,0.00,4596.00,9760.00,0.00,0.00,0.00
1155.00,1155.00,0.00,0.00,0.00,0.00,4597.00,1155.00,0.00,0.00,0.00
1305.00,0.00,1305.00,0.00,0.00,0.00,4600.00,1305.00,0.00,0.00,0.00
2510.00,0.00,2510.00,0.00,0.00,0.00,4601.00,2510.00,0.00,0.00,0.00
8870.00,0.00,8870.00,0.00,0.00,0.00,4603.00,8870.00,0.00,0.00,0.00
9420.00,0.00,9420.00,0.00,0.00,0.00,4604.00,9420.00,0.00,0.00,0.00
314.13,314.00,0.13,0.00,0.00,0.00,4605.00,314.13,0.00,0.00,0.00
1995.00,0.00,1995.00,0.00,0.00,0.00,4608.00,1995.00,0.00,0.00,0.00
5080.00,0.00,5080.00,0.00,0.00,0.00,4609.00,5080.00,0.00,0.00,0.00
3135.00,0.00,3135.00,0.00,0.00,0.00,4611.00,3135.00,0.00,0.00,0.00
4900.00,4900.00,0.00,0.00,0.00,0.00,4616.00,4900.00,0.00,0.00,0.00
2300.00,0.00,2300.00,0.00,0.00,0.00,4618.00,2300.00,0.00,0.00,0.00
1485.00,0.00,1485.00,0.00,0.00,0.00,4619.00,1485.00,0.00,0.00,0.00
1520.00,0.00,1520.00,0.00,0.00,0.00,4621.00,1520.00,0.00,0.00,0.00
1340.00,0.00,1340.00,0.00,0.00,0.00,4622.00,1340.00,0.00,0.00,0.00
8175.00,0.00,8175.00,0.00,0.00,0.00,4623.00,8175.00,0.00,0.00,0.00
12060.00,0.00,12060.00,0.00,0.00,0.00,4624.00,12060.00,0.00,0.00,0.00
1320.00,0.00,1320.00,0.00,0.00,0.00,4625.00,1320.00,0.00,0.00,0.00
14400.00,0.00,14400.00,0.00,0.00,0.00,4627.00,14400.00,0.00,0.00,0.00
5680.00,0.00,5680.00,0.00,0.00,0.00,4629.00,5680.00,0.00,0.00,0.00
400.00,0.00,400.00,0.00,0.00,0.00,4631.00,400.00,0.00,0.00,0.00
1320.00,0.00,1320.00,0.00,0.00,0.00,4633.00,1320.00,0.00,0.00,0.00
12340.00,0.00,12340.00,0.00,0.00,0.00,4635.00,12340.00,0.00,0.00,0.00
11010.00,0.00,11010.00,0.00,0.00,0.00,4637.00,11010.00,0.00,0.00,0.00
3360.00,0.00,3360.00,0.00,0.00,0.00,4639.00,3360.00,0.00,0.00,0.00
2100.00,0.00,2100.00,0.00,0.00,0.00,4641.00,2100.00,0.00,0.00,0.00
6980.00,0.00,6980.00,0.00,0.00,0.00,4643.00,6980.00,0.00,0.00,0.00
23980.00,0.00,23980.00,0.00,0.00,0.00,4645.00,23980.00,0.00,0.00,0.00
1075.00,0.00,1075.00,0.00,0.00,0.00,4647.00,1075.00,0.00,0.00,0.00
23300.00,0.00,23300.00,0.00,0.00,0.00,4649.00,23300.00,0.00,0.00,0.00
1665.00,0.00,1665.00,0.00,0.00,0.00,4652.00,1665.00,0.00,0.00,0.00
6205.00,0.00,6205.00,0.00,0.00,0.00,4653.00,6205.00,0.00,0.00,0.00
6160.00,0.00,6160.00,0.00,0.00,0.00,4655.00,6160.00,0.00,0.00,0.00
3830.00,0.00,3830.00,0.00,0.00,0.00,4656.00,3830.00,0.00,0.00,0.00
2080.00,0.00,2080.00,0.00,0.00,0.00,4661.00,2080.00,0.00,0.00,0.00
840.00,0.00,840.00,0.00,0.00,0.00,4663.00,840.00,0.00,0.00,0.00
40950.00,40950.00,0.00,7.00,0.00,0.00,4665.00,40950.00,0.00,7.00,0.00
5458.00,0.00,5458.00,7.00,0.00,0.00,4667.00,5458.00,0.00,7.00,0.00
500.00,0.00,500.00,7.00,0.00,0.00,4669.00,500.00,0.00,7.00,0.00
3005.00,0.00,3005.00,7.00,0.00,0.00,4670.00,3005.00,0.00,7.00,0.00
2800.00,0.00,2800.00,7.00,0.00,0.00,4671.00,2800.00,0.00,7.00,0.00
4230.00,0.00,4230.00,7.00,0.00,0.00,4675.00,4230.00,0.00,7.00,0.00
6110.00,0.00,6110.00,7.00,0.00,0.00,4676.00,6110.00,0.00,7.00,0.00
16000.00,0.00,16000.00,7.00,0.00,0.00,4677.00,16000.00,0.00,7.00,0.00
7300.00,7300.00,0.00,7.00,0.00,0.00,4678.00,7300.00,0.00,7.00,0.00
4225.00,4225.00,0.00,7.00,0.00,0.00,4679.00,4225.00,0.00,7.00,0.00
10040.00,0.00,10040.00,7.00,0.00,0.00,4680.00,10040.00,0.00,7.00,0.00
5275.00,0.00,5275.00,7.00,0.00,0.00,4681.00,5275.00,0.00,7.00,0.00
2560.00,0.00,2560.00,7.00,0.00,0.00,4682.00,2560.00,0.00,7.00,0.00
4850.00,0.00,4850.00,7.00,0.00,0.00,4683.00,4850.00,0.00,7.00,0.00
2910.00,0.00,2910.00,7.00,0.00,0.00,4684.00,2910.00,0.00,7.00,0.00
5780.00,0.00,5780.00,7.00,0.00,0.00,4685.00,5780.00,0.00,7.00,0.00
21900.00,0.00,21900.00,7.00,0.00,0.00,4686.00,21900.00,0.00,7.00,0.00
660.00,0.00,660.00,7.00,0.00,0.00,4687.00,660.00,0.00,7.00,0.00
26760.00,0.00,26760.00,7.00,0.00,0.00,4688.00,26760.00,0.00,7.00,0.00
3650.00,0.00,3650.00,7.00,0.00,0.00,4689.00,3650.00,0.00,7.00,0.00
680.00,0.00,680.00,7.00,0.00,0.00,4690.00,680.00,0.00,7.00,0.00
985.00,0.00,985.00,7.00,0.00,0.00,4692.00,985.00,0.00,7.00,0.00
12830.00,0.00,12830.00,7.00,0.00,0.00,4694.00,12830.00,0.00,7.00,0.00
3570.00,0.00,3570.00,7.00,0.00,0.00,4696.00,3570.00,0.00,7.00,0.00
1995.00,0.00,1995.00,7.00,0.00,0.00,4698.00,1995.00,0.00,7.00,0.00
3125.00,0.00,3125.00,7.00,0.00,0.00,4700.00,3125.00,0.00,7.00,0.00
2440.00,0.00,2440.00,7.00,0.00,0.00,4702.00,2440.00,0.00,7.00,0.00
1300.00,0.00,1300.00,7.00,0.00,0.00,4703.00,1300.00,0.00,7.00,0.00
2810.00,0.00,2810.00,7.00,0.00,0.00,4704.00,2810.00,0.00,7.00,0.00
710.00,0.00,710.00,7.00,0.00,0.00,4705.00,710.00,0.00,7.00,0.00
4560.00,0.00,4560.00,7.00,0.00,0.00,4706.00,4560.00,0.00,7.00,0.00
6520.00,0.00,6520.00,7.00,0.00,0.00,4707.00,6520.00,0.00,7.00,0.00
4400.00,4400.00,0.00,7.00,0.00,0.00,4708.00,4400.00,0.00,7.00,0.00
1500.00,0.00,1500.00,7.00,0.00,0.00,4710.00,1500.00,0.00,7.00,0.00
2700.00,0.00,2700.00,7.00,0.00,0.00,4714.00,2700.00,0.00,7.00,0.00
4640.00,0.00,4640.00,7.00,0.00,0.00,4715.00,4640.00,0.00,7.00,0.00
4180.00,0.00,4180.00,7.00,0.00,0.00,4717.00,4180.00,0.00,7.00,0.00
18820.00,0.00,18820.00,7.00,0.00,0.00,4719.00,18820.00,0.00,7.00,0.00
11600.00,0.00,11600.00,7.00,0.00,0.00,4720.00,11600.00,0.00,7.00,0.00
3990.00,0.00,3990.00,7.00,0.00,0.00,4722.00,3990.00,0.00,7.00,0.00
29065.00,0.00,29065.00,7.00,0.00,0.00,4723.00,29065.00,0.00,7.00,0.00
8320.00,0.00,8320.00,7.00,0.00,0.00,4726.00,8320.00,0.00,7.00,0.00
4750.00,0.00,4750.00,7.00,0.00,0.00,4727.00,4750.00,0.00,7.00,0.00
760.00,760.00,0.00,7.00,0.00,0.00,4728.00,760.00,0.00,7.00,0.00
1520.00,1520.00,0.00,7.00,0.00,0.00,4730.00,1520.00,0.00,7.00,0.00
5880.00,0.00,5880.00,7.00,0.00,0.00,4732.00,5880.00,0.00,7.00,0.00
7830.00,0.00,7830.00,7.00,0.00,0.00,4735.00,7830.00,2.00,42.00,165.00
